,INSTNM,CITY,STABBR
1752,Concordia University-Saint Paul,Saint Paul,Minnesota
1753,Dakota County Technical College,Rosemount,Minnesota
1754,Martin Luther College,New Ulm,Minnesota
1755,Lake Superior College,Duluth,Minnesota
1756,Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,Minnesota
1757,Duluth Business University,Duluth,Minnesota
1758,Minnesota State Community and Technical College,Fergus Falls,Minnesota
1759,Minnesota West Community and Technical College,Granite Falls,Minnesota
1760,Gustavus Adolphus College,Saint Peter,Minnesota
1761,Hamline University,Saint Paul,Minnesota
1762,Hazelden Betty Ford Graduate School of Addiction Studies,Center City,Minnesota
1763,Hennepin Technical College,Brooklyn Park,Minnesota
1764,Hibbing Community College,Hibbing,Minnesota
1765,Aveda Institute-Minneapolis,Minneapolis,Minnesota
1766,Inver Hills Community College,Inver Grove Heights,Minnesota
1767,Itasca Community College,Grand Rapids,Minnesota
1768,Luther Seminary,Saint Paul,Minnesota
1769,Macalester College,Saint Paul,Minnesota
1770,South Central College,North Mankato,Minnesota
1771,Minnesota State University-Mankato,Mankato,Minnesota
1772,Mayo Clinic College of Medicine and Science,Rochester,Minnesota
1773,Mayo Clinic School of Health Sciences,Rochester,Minnesota
1774,Argosy University-Twin Cities,Eagan,Minnesota
1775,Mesabi Range College,Virginia,Minnesota
1776,Metropolitan State University,Saint Paul,Minnesota
1777,University of Minnesota-Twin Cities,Minneapolis,Minnesota
1778,University of Minnesota-Crookston,Crookston,Minnesota
1779,Minneapolis Business College,Roseville,Minnesota
1780,Minneapolis College of Art and Design,Minneapolis,Minnesota
1781,Minneapolis Community and Technical College,Minneapolis,Minnesota
1782,Herzing University-Minneapolis,St. Louis Park,Minnesota
1783,Minnesota School of Cosmetology-Woodbury Campus,WOODBURY,Minnesota
1784,University of Minnesota-Duluth,Duluth,Minnesota
1785,University of Minnesota-Morris,Morris,Minnesota
1786,Model College of Hair Design,Saint Cloud,Minnesota
1787,Minnesota State University Moorhead,Moorhead,Minnesota
1788,North Hennepin Community College,Brooklyn Park,Minnesota
1789,National American University-Roseville,Roseville,Minnesota
1790,Normandale Community College,Bloomington,Minnesota
1791,North Central University,Minneapolis,Minnesota
1792,Northland Community and Technical College,Thief River Falls,Minnesota
1793,University of Northwestern-St Paul,Saint Paul,Minnesota
1794,Northwestern Health Sciences University,Bloomington,Minnesota
1795,Oak Hills Christian College,Bemidji,Minnesota
1796,Pine Technical & Community College,Pine City,Minnesota
1797,Rainy River Community College,International Falls,Minnesota
1798,Rochester Community and Technical College,Rochester,Minnesota
1799,College of Saint Benedict,Saint Joseph,Minnesota
1800,St Cloud Technical and Community College,Saint Cloud,Minnesota
1801,Saint Cloud State University,Saint Cloud,Minnesota
1802,Saint Johns University,Collegeville,Minnesota
1803,Saint Mary's University of Minnesota,Winona,Minnesota
1804,St Olaf College,Northfield,Minnesota
1805,Crown College,Saint Bonifacius,Minnesota
1806,The College of Saint Scholastica,Duluth,Minnesota
1807,University of St Thomas,Saint Paul,Minnesota
1808,Empire Beauty School-Bloomington,Bloomington,Minnesota
1809,St Catherine University,Saint Paul,Minnesota
1810,Rasmussen College-Minnesota,St. Cloud,Minnesota
1811,Saint Paul College,Saint Paul,Minnesota
1812,Southwest Minnesota State University,Marshall,Minnesota
1813,Summit Academy Opportunities Industrialization Center,Minneapolis,Minnesota
1814,United Theological Seminary of the Twin Cities,New Brighton,Minnesota
1815,Vermilion Community College,Ely,Minnesota
1816,Dunwoody College of Technology,Minneapolis,Minnesota
1817,Ridgewater College,Willmar,Minnesota
1818,Minnesota State College Southeast,Winona,Minnesota
1819,Winona State University,Winona,Minnesota
1820,Mitchell Hamline School of Law,Saint Paul,Minnesota
1821,Century College,White Bear Lake,Minnesota
1822,Alcorn State University,Alcorn State,Mississippi
1823,Belhaven University,Jackson,Mississippi
1824,Blue Mountain College,Blue Mountain,Mississippi
1825,Chris Beauty College,Gulfport,Mississippi
1826,Coahoma Community College,Clarksdale,Mississippi
1827,Antonelli College-Jackson,Jackson,Mississippi
1828,Copiah-Lincoln Community College,Wesson,Mississippi
1829,Delta Beauty College,Greenville,Mississippi
1830,Delta State University,Cleveland,Mississippi
1831,East Central Community College,Decatur,Mississippi
1832,East Mississippi Community College,Scooba,Mississippi
1833,Fosters Cosmetology College,Ripley,Mississippi
1834,Academy of Hair Design-Grenada,Grenada,Mississippi
1835,Hinds Community College,Raymond,Mississippi
1836,Holmes Community College,Goodman,Mississippi
1837,Itawamba Community College,Fulton,Mississippi
1838,Jackson State University,Jackson,Mississippi
1839,Jones County Junior College,Ellisville,Mississippi
1840,Meridian Community College,Meridian,Mississippi
1841,Millsaps College,Jackson,Mississippi
1842,Mississippi Delta Community College,Moorhead,Mississippi
1843,University of Mississippi,University,Mississippi
1844,Mississippi University for Women,Columbus,Mississippi
1845,Mississippi Valley State University,Itta Bena,Mississippi
1846,Mississippi College,Clinton,Mississippi
1847,Mississippi College of Beauty Culture,Laurel,Mississippi
1848,Mississippi Gulf Coast Community College,Perkinston,Mississippi
1849,Mississippi State University,Mississippi State,Mississippi
1850,Northeast Mississippi Community College,Booneville,Mississippi
1851,Northwest Mississippi Community College,Senatobia,Mississippi
1852,Pearl River Community College,Poplarville,Mississippi
1853,Rust College,Holly Springs,Mississippi
1854,Southeastern Baptist College,Laurel,Mississippi
1855,Southwest Mississippi Community College,Summit,Mississippi
1856,University of Southern Mississippi,Hattiesburg,Mississippi
1857,Magnolia College of Cosmetology,Jackson,Mississippi
1858,Tougaloo College,Tougaloo,Mississippi
1859,Wesley Biblical Seminary,Jackson,Mississippi
1860,William Carey University,Hattiesburg,Mississippi
1861,Aquinas Institute of Theology,Saint Louis,Missouri
1862,Avila University,Kansas City,Missouri
1863,Baptist Bible College,Springfield,Missouri
1864,House of Heavilin Beauty College-Blue Springs,Blue Springs,Missouri
1865,Cox College,Springfield,Missouri
1866,Calvary University,Kansas City,Missouri
1867,Cape Girardeau Career and Technology Center,Cape Girardeau,Missouri
1868,Central Christian College of the Bible,Moberly,Missouri
1869,Central Methodist University-College of Liberal Arts and Sciences,Fayette,Missouri
1870,University of Central Missouri,Warrensburg,Missouri
1871,Grand River Technical School,Chillicothe,Missouri
1872,Cleveland University-Kansas City,Overland Park,Kansas
1873,Columbia Area Career Center,Columbia,Missouri
1874,Columbia College,Columbia,Missouri
1875,Conception Seminary College,Conception,Missouri
1876,Concordia Seminary,Saint Louis,Missouri
1877,Cottey College,Nevada,Missouri
1878,Covenant Theological Seminary,Saint Louis,Missouri
1879,Crowder College,Neosho,Missouri
1880,Culver-Stockton College,Canton,Missouri
1881,Drury University,Springfield,Missouri
1882,East Central College,Union,Missouri
1883,Eden Theological Seminary,Webster Groves,Missouri
1884,Elaine Steven Beauty College,Saint Louis,Missouri
1885,Pinnacle Career Institute-South Kansas City,Kansas City,Missouri
1886,Evangel University,Springfield,Missouri
1887,Fontbonne University,Saint Louis,Missouri
1888,Four Rivers Career Center,Washington,Missouri
1889,Ozarks Technical Community College,Springfield,Missouri
1890,Hannibal-LaGrange University,Hannibal,Missouri
1891,Harris-Stowe State University,Saint Louis,Missouri
1892,Hickey College,Saint Louis,Missouri
1893,House of Heavilin Beauty College-Kansas City,Kansas City,Missouri
1894,Independence College of Cosmetology,Independence,Missouri
1895,Jefferson College,Hillsboro,Missouri
1896,Paul Mitchell the School-Missouri Columbia,Columbia,Missouri
1897,Barnes-Jewish College Goldfarb School of Nursing,Saint Louis,Missouri
1898,Kansas City Art Institute,Kansas City,Missouri
1899,Kenrick Glennon Seminary,Saint Louis,Missouri
1900,A T Still University of Health Sciences,Kirksville,Missouri
1901,Lake Career and Technical Center,Camdenton,Missouri
1902,Lex La-Ray Technical Center,Lexington,Missouri
1903,Lincoln University,Jefferson City,Missouri
1904,Lindenwood University,Saint Charles,Missouri
1905,State Technical College of Missouri,Linn,Missouri
1906,Logan University,Chesterfield,Missouri
1907,Metropolitan Community College-Kansas City,Kansas City,Missouri
1908,Lutheran School of Nursing,Saint Louis,Missouri
1909,Maryville University of Saint Louis,Saint Louis,Missouri
1910,Merrell University of Beauty Arts and Science,Jefferson City,Missouri
1911,Metro Business College-Cape Girardeau,Cape Girardeau,Missouri
1912,Midwest Institute,Fenton,Missouri
1913,Midwestern Baptist Theological Seminary,Kansas City,Missouri
1914,Mineral Area College,Park Hills,Missouri
1915,Missouri Baptist University,Saint Louis,Missouri
1916,Missouri Southern State University,Joplin,Missouri
1917,Missouri Valley College,Marshall,Missouri
1918,Missouri Western State University,Saint Joseph,Missouri
1919,University of Missouri-Columbia,Columbia,Missouri
1920,University of Missouri-Kansas City,Kansas City,Missouri
1921,Missouri University of Science and Technology,Rolla,Missouri
1922,University of Missouri-St Louis,Saint Louis,Missouri
1923,Moberly Area Community College,Moberly,Missouri
1924,Hillyard Technical Center,Saint Joseph,Missouri
1925,Nazarene Theological Seminary,Kansas City,Missouri
1926,Neosho Beauty College,Neosho,Missouri
1927,Truman State University,Kirksville,Missouri
1928,Northwest Missouri State University,Maryville,Missouri
1929,Ozark Christian College,Joplin,Missouri
1930,College of the Ozarks,Point Lookout,Missouri
1931,Park University,Parkville,Missouri
1932,Stevens-The Institute of Business & Arts,Saint Louis,Missouri
1933,Poplar Bluff Technical Career Center,Poplar Bluff,Missouri
1934,Ranken Technical College,Saint Louis,Missouri
1935,Research College of Nursing,Kansas City,Missouri
1936,Rockhurst University,Kansas City,Missouri
1937,Rolla Technical Institute/Center,Rolla,Missouri
1938,Saint Louis University,Saint Louis,Missouri
1939,Salem College of Hairstyling,Rolla,Missouri
1940,American College of Hair Design Inc,Sedalia,Missouri
1941,Sikeston Career and Technology Center,Sikeston,Missouri
1942,Saint Louis Christian College,Florissant,Missouri
1943,St. Louis College of Pharmacy,Saint Louis,Missouri
1944,Saint Louis Community College,Bridgeton,Missouri
1945,Saint Paul School of Theology,Leawood,Kansas
1946,Southwest Baptist University,Bolivar,Missouri
1947,Missouri State University-West Plains,West Plains,Missouri
1948,Saint Luke's College of Health Sciences,Kansas City,Missouri
1949,St Louis College of Health Careers-St Louis,Saint Louis,Missouri
1950,State Fair Community College,Sedalia,Missouri
1951,Stephens College,Columbia,Missouri
1952,Southeast Missouri State University,Cape Girardeau,Missouri
1953,Missouri State University-Springfield,Springfield,Missouri
1954,Three Rivers College,Poplar Bluff,Missouri
1955,North Central Missouri College,Trenton,Missouri
1956,Kansas City University of Medicine and Biosciences,Kansas City,Missouri
1957,Washington University in St Louis,Saint Louis,Missouri
1958,Webster University,Saint Louis,Missouri
1959,Westminster College,Fulton,Missouri
1960,William Jewell College,Liberty,Missouri
1961,William Woods University,Fulton,Missouri
1962,Academy of Cosmetology,Bozeman,Montana
1963,Blackfeet Community College,Browning,Montana
1964,Butte Academy of Beauty Culture,Butte,Montana
1965,Highlands College of Montana Tech,Butte,Montana
1966,Crevier's Academy of Cosmetology Arts,Kalispell,Montana
1967,Carroll College,Helena,Montana
1968,Dawson Community College,Glendive,Montana
1969,Chief Dull Knife College,Lame Deer,Montana
1970,Montana State University Billings,Billings,Montana
1971,Flathead Valley Community College,Kalispell,Montana
1972,Aaniiih Nakoda College,Harlem,Montana
1973,Fort Peck Community College,Poplar,Montana
1974,Great Falls College Montana State University,Great Falls,Montana
1975,University of Providence,Great Falls,Montana
1976,Helena College University of Montana,Helena,Montana
1977,Little Big Horn College,Crow Agency,Montana
1978,Miles Community College,Miles City,Montana
1979,Montana Technological University,Butte,Montana
1980,Montana State University,Bozeman,Montana
1981,The University of Montana,Missoula,Montana
1982,Montana State University-Northern,Havre,Montana
1983,Rocky Mountain College,Billings,Montana
1984,Salish Kootenai College,Pablo,Montana
1985,The University of Montana-Western,Dillon,Montana
1986,La'James International College,Fremont,Nebraska
1987,Bellevue University,Bellevue,Nebraska
1988,Clarkson College,Omaha,Nebraska
1989,Bryan College of Health Sciences,Lincoln,Nebraska
1990,Central Community College,Grand Island,Nebraska
1991,Chadron State College,Chadron,Nebraska
1992,College of Hair Design-Downtown,Lincoln,Nebraska
1993,Concordia University-Nebraska,Seward,Nebraska
1994,Creighton University,Omaha,Nebraska
1995,Doane University-Arts & Sciences,Crete,Nebraska
1996,Grace University,Omaha,Nebraska
1997,Hastings College,Hastings,Nebraska
1998,CHI Health School of Radiologic Technology,Omaha,Nebraska
1999,Joseph's College Cosmetology,Lincoln,Nebraska
2000,University of Nebraska at Kearney,Kearney,Nebraska
2001,Purdue University Global-Lincoln,Lincoln,Nebraska
2002,Nebraska Methodist College of Nursing & Allied Health,Omaha,Nebraska
2003,Metropolitan Community College Area,Omaha,Nebraska
2004,Mid-Plains Community College,North Platte,Nebraska
2005,Midland University,Fremont,Nebraska
2006,Nebraska Christian College of Hope International University,Papillion,Nebraska
2007,University of Nebraska at Omaha,Omaha,Nebraska
2008,Purdue University Global-Omaha,Omaha,Nebraska
2009,Nebraska Indian Community College,Macy,Nebraska
2010,University of Nebraska Medical Center,Omaha,Nebraska
2011,Nebraska Wesleyan University,Lincoln,Nebraska
2012,University of Nebraska-Lincoln,Lincoln,Nebraska
2013,Northeast Community College,Norfolk,Nebraska
2014,Peru State College,Peru,Nebraska
2015,Summit Christian College,Gering,Nebraska
2016,College of Saint Mary,Omaha,Nebraska
2017,Southeast Community College Area,Lincoln,Nebraska
2018,Union College,Lincoln,Nebraska
2019,Nebraska College of Technical Agriculture,Curtis,Nebraska
2020,Wayne State College,Wayne,Nebraska
2021,Western Nebraska Community College,Scottsbluff,Nebraska
2022,York College,York,Nebraska
2023,Academy of Hair Design-Las Vegas,Las Vegas,Nevada
2024,Career College of Northern Nevada,Sparks,Nevada
2025,College of Southern Nevada,Las Vegas,Nevada
2026,The Art Institute of Las Vegas,Henderson,Nevada
2027,Las Vegas College,Henderson,Nevada
2028,University of Nevada-Las Vegas,Las Vegas,Nevada
2029,University of Nevada-Reno,Reno,Nevada
